1,6.0
2,54.0
3,240.0
4,810.0
5,2274.0
6,5304.0
7,10752.0
8,19992.0
9,34854.0
10,57774.0
11,91200.0
12,139338.0
13,206394.0
14,296832.0
15,417120.0
16,575556.0
17,779238.0
18,1037514.0
19,1359792.0
20,1760694.0
21,2251362.0
22,2845140.0
23,3554976.0
24,4404876.0
25,5416278.0
26,6605946.0
27,7996896.0
28,9621678.0
29,11500962.0
30,13667772.0
31,16143552.0
32,18973608.0
33,22190406.0
34,25826478.0
35,29927760.0
36,34550142.0
37,39727506.0
38,45507168.0
39,51939600.0
40,59114352.0
41,67060710.0
42,75839646.0
43,85513008.0
44,96179178.0
45,107906154.0
46,120735768.0
47,134742288.0
48,150074232.0
49,166766142.0
50,184934790.0
51,204658944.0
52,226079298.0
53,249255858.0
54,274295388.0
55,301328256.0
56,330505596.0
57,361911366.0
58,395650962.0
59,431818032.0
60,470700258.0
61,512324490.0
62,556803000.0
63,604333056.0
64,655147356.0
65,709412430.0
66,767246934.0
67,828774240.0
68,894295626.0
69,963910626.0
70,1037848728.0
71,1116218160.0
72,1199479884.0
73,1287607350.0
74,1380793602.0
75,1479410496.0
76,1583716386.0
77,1693787082.0
78,1809896568.0
79,1932224304.0
80,2061335268.0
81,2197259742.0
82,2340202026.0
83,2490401088.0
84,2648540022.0
85,2814778026.0
86,2989240500.0
87,3172299552.0
88,3364481172.0
89,3565847694.0
90,3776877354.0
91,3997758672.0
92,4229114886.0
93,4471028922.0
94,4723767420.0
95,4987879968.0
96,5264111448.0
97,5552335470.0
98,5852930154.0
99,6166380768.0
100,6493628142.0
